name,level,exp
Tentacool,66,1445769
Tentacool,86,3287970
Tentacool,7,1240
Tentacool,27,92536
Tentacool,47,511856
Tentacool,67,1513767
Tentacool,87,3417640
Tentacool,8,1911
Tentacool,28,103611
Tentacool,48,545972
Tentacool,68,1583902
Tentacool,88,3554403
Tentacool,9,2803
Tentacool,29,115538
Tentacool,49,581575
Tentacool,69,1656215
Tentacool,89,3699975
Tentacool,10,3947
Tentacool,30,128348
Tentacool,50,618695
Tentacool,70,1730751
Tentacool,90,3856883
Tentacool,11,5375
Tentacool,31,142072
Tentacool,51,657365
Tentacool,71,1807554
Tentacool,91,4028934
Tentacool,12,7118
Tentacool,32,156743
Tentacool,52,697618
Tentacool,72,1886673
Tentacool,92,4222029
Tentacool,13,9208
Tentacool,33,172391
Tentacool,53,739485
Tentacool,73,1968161
Tentacool,93,4445601
Tentacool,14,11676
Tentacool,34,189049
Tentacool,54,783000
Tentacool,74,2052076
Tentacool,94,4715266
Tentacool,15,14554
Tentacool,35,206747
Tentacool,55,828195
Tentacool,75,2138481
Tentacool,95,5057939
Tentacool,16,17874
Tentacool,36,225519
Tentacool,56,875102
Tentacool,76,2227449
Tentacool,96,5522244
Tentacool,17,21666
Tentacool,37,245394
Tentacool,57,923755
Tentacool,77,2319059
Tentacool,97,6201067
Tentacool,18,25963
Tentacool,38,266405
Tentacool,58,974186
Tentacool,78,2413409
Tentacool,98,7284270
Tentacool,19,30796
Tentacool,39,288584
Tentacool,59,1026430
Tentacool,79,2510610
Tentacool,99,9193758
Tentacool,20,36196
Tentacool,40,311962
Tentacool,60,1080520
Tentacool,80,2610797
Tentacool,100,12972351
Tentacruel,1,0
Tentacruel,21,82381
Tentacruel,41,657116
Tentacruel,61,2218861
Tentacruel,81,5299031
Tentacruel,2,180
Tentacruel,22,95325
Tentacruel,42,707628
Tentacruel,62,2331873
Tentacruel,82,5507353
Tentacruel,3,259
Tentacruel,23,109562
Tentacruel,43,760667
Tentacruel,63,2448692
Tentacruel,83,5722756
Tentacruel,4,460
Tentacruel,24,125152
Tentacruel,44,816295
Tentacruel,64,2569388
Tentacruel,84,5945912
Tentacruel,5,847
Tentacruel,25,142159
Tentacruel,45,874575
Tentacruel,65,2694030
Tentacruel,85,6177716
Tentacruel,6,1480
Tentacruel,26,160642
Tentacruel,46,935569
Tentacruel,66,2822693
Tentacruel,86,6419370
Tentacruel,7,2421
Tentacruel,27,180665
Tentacruel,47,999339
Tentacruel,67,2955450
Tentacruel,87,6672537
Tentacruel,8,3731
Tentacruel,28,202289
Tentacruel,48,1065947
Tentacruel,68,3092380
Tentacruel,88,6939549
Tentacruel,9,5473
Tentacruel,29,225575
Tentacruel,49,1135456
Tentacruel,69,3233564
Tentacruel,89,7223762
Tentacruel,10,7706
Tentacruel,30,250584
Tentacruel,50,1207929
Tentacruel,70,3379085
Tentacruel,90,7530105
Tentacruel,11,10494
Tentacruel,31,277380
Tentacruel,51,1283428
Tentacruel,71,3529034
Tentacruel,91,7866014
Tentacruel,12,13898
Tentacruel,32,306022
Tentacruel,52,1362017
Tentacruel,72,3683504
Tentacruel,92,8243009
Tentacruel,13,17978
Tentacruel,33,336573
Tentacruel,53,1443758
Tentacruel,73,3842601
Tentacruel,93,8679507
Tentacruel,14,22797
Tentacruel,34,369096
Tentacruel,54,1528715
Tentacruel,74,4006435
Tentacruel,94,9205997
Tentacruel,15,28416
Tentacruel,35,403650
Tentacruel,55,1616952
Tentacruel,75,4175131
Tentacruel,95,9875025
Tentacruel,16,34897
Tentacruel,36,440299
Tentacruel,56,1708533
Tentacruel,76,4348829
Tentacruel,96,10781524
Tentacruel,17,42301
Tentacruel,37,479103
Tentacruel,57,1803521
Tentacruel,77,4527688
Tentacruel,97,12106846
Tentacruel,18,50690
Tentacruel,38,520125
Tentacruel,58,1901983
Tentacruel,78,4711894
Tentacruel,98,14221671
Tentacruel,19,60125
Tentacruel,39,563427
Tentacruel,59,2003983
Tentacruel,79,4901667
Tentacruel,99,17949718
Tentacruel,20,70669
Tentacruel,40,609070
Tentacruel,60,2109586
Tentacruel,80,5097271
Tentacruel,100,25326971
Geodude,1,0
Geodude,21,29335
Geodude,41,233997
Geodude,61,790131
Geodude,81,1886972
Geodude,2,64
Geodude,22,33945
Geodude,42,251984
Geodude,62,830374
Geodude,82,1961155
Geodude,3,92
Geodude,23,39014
Geodude,43,270871
Geodude,63,871973
Geodude,83,2037859
Geodude,4,164
Geodude,24,44566
Geodude,44,290680
Geodude,64,914952
Geodude,84,2117325
Geodude,5,301
Geodude,25,50622
Geodude,45,311434
Geodude,65,959337
Geodude,85,2199869
Geodude,6,527
Geodude,26,57204
Geodude,46,333153
Geodude,66,1005154
Geodude,86,2285922
Geodude,7,862
Geodude,27,64334
Geodude,47,355862
Geodude,67,1052428
Geodude,87,2376074
Geodude,8,1328
Geodude,28,72034
Geodude,48,379581
Geodude,68,1101189
Geodude,88,2471156
Geodude,9,1948
Geodude,29,80326
Geodude,49,404333
Geodude,69,1151464
Geodude,89,2572364
Geodude,10,2744
Geodude,30,89232
Geodude,50,430140
Geodude,70,1203284
Geodude,90,2681452
Geodude,11,3737
Geodude,31,98774
Geodude,51,457025
Geodude,71,1256680
Geodude,91,2801068
Geodude,12,4949
Geodude,32,108973
Geodude,52,485010
Geodude,72,1311687
Geodude,92,2935315
Geodude,13,6402
Geodude,33,119853
Geodude,53,514118
Geodude,73,1368340
Geodude,93,3090751
Geodude,14,8118
Geodude,34,131434
Geodude,54,544371
Geodude,74,1426681
Geodude,94,3278233
Geodude,15,10119
Geodude,35,143738
Geodude,55,575792
Geodude,75,1486754
Geodude,95,3516472
Geodude,16,12426
Geodude,36,156789
Geodude,56,608404
Geodude,76,1548607
Geodude,96,3839274
Geodude,17,15063
Geodude,37,170607
Geodude,57,642229
Geodude,77,1612298
Geodude,97,4311218
Geodude,18,18050
Geodude,38,185215
Geodude,58,677291
Geodude,78,1677894
Geodude,98,5064302
Geodude,19,21410
Geodude,39,200635
Geodude,59,713613
Geodude,79,1745471
Geodude,99,6391850
Geodude,20,25165
Geodude,40,216888
Geodude,60,751218
Geodude,80,1815126
Geodude,100,9018872
Graveler,1,0
Graveler,21,53849
Graveler,41,429529
Graveler,61,1450377
Graveler,81,3463757
Graveler,2,118
Graveler,22,62310
Graveler,42,462547
Graveler,62,1524249
Graveler,82,3599928
Graveler,3,169
Graveler,23,71616
Graveler,43,497216
Graveler,63,1600608
Graveler,83,3740728
Graveler,4,301
Graveler,24,81807
Graveler,44,533578
Graveler,64,1679502
Graveler,84,3886596
Graveler,5,554
Graveler,25,92923
Graveler,45,571673
Graveler,65,1760976
Graveler,85,4038116
Graveler,6,967
Graveler,26,105005
Graveler,46,611542
Graveler,66,1845077
Graveler,86,4196076
Graveler,7,1582
Graveler,27,118093
Graveler,47,653226
Graveler,67,1931855
Graveler,87,4361560
Graveler,8,2439
Graveler,28,132228
Graveler,48,696765
Graveler,68,2021361
Graveler,88,4536095
Graveler,9,3577
Graveler,29,147449
Graveler,49,742200
Graveler,69,2113646
Graveler,89,4721873
Graveler,10,5037
Graveler,30,163796
Graveler,50,789573
Graveler,70,2208768
Graveler,90,4922117
Graveler,11,6859
Graveler,31,181311
Graveler,51,838923
Graveler,71,2306783
Graveler,91,5141687
Graveler,12,9084
Graveler,32,200034
Graveler,52,890294
Graveler,72,2407754
Graveler,92,5388113
Graveler,13,11751
Graveler,33,220004
Graveler,53,943724
Graveler,73,2511749
Graveler,93,5673434
Graveler,14,14901
Graveler,34,241262
Graveler,54,999258
Graveler,74,2618840
Graveler,94,6017578
Graveler,15,18574
Graveler,35,263849
Graveler,55,1056934
Graveler,75,2729110
Graveler,95,6454894
Graveler,16,22811
Graveler,36,287805
Graveler,56,1116797
Graveler,76,2842649
Graveler,96,7047435
Graveler,17,27650
Graveler,37,313170
Graveler,57,1178887
Graveler,77,2959562
Graveler,97,7913743
Graveler,18,33134
Graveler,38,339984
Graveler,58,1243247
Graveler,78,3079970
Graveler,98,9296116
Graveler,19,39301
Graveler,39,368289
Graveler,59,1309920
Graveler,79,3204017
Graveler,99,11732986
Graveler,20,46193
Graveler,40,398124
Graveler,60,1378949
Graveler,80,3331875
Graveler,100,16555190
Golem,1,0
Golem,21,71129
Golem,41,567364
Golem,61,1915797
Golem,81,4575261
Golem,2,155
Golem,22,82305
Golem,42,610976
Golem,62,2013373
Golem,82,4755129
Golem,3,223
Golem,23,94597
Golem,43,656771
Golem,63,2114237
Golem,83,4941111
Golem,4,397
Golem,24,108058
Golem,44,704801
Golem,64,2218447
Golem,84,5133788
Golem,5,731
Golem,25,122742
Golem,45,755121
Golem,65,2326065
Golem,85,5333930
Golem,6,1278
Golem,26,138701
Golem,46,807784
Golem,66,2437154
Golem,86,5542578
Golem,7,2090
Golem,27,155989
Golem,47,862844
Golem,67,2551779
Golem,87,5761166
Golem,8,3222
Golem,28,174659
Golem,48,920354
Golem,68,2670006
Golem,88,5991708
Golem,9,4725
Golem,29,194764
Golem,49,980369
Golem,69,2791906
Golem,89,6237101
Golem,10,6654
Golem,30,216358
Golem,50,1042943
Golem,70,2917551
Golem,90,6501603
Golem,11,9061
Golem,31,239493
Golem,51,1108130
Golem,71,3047019
Golem,91,6791631
Golem,12,11999
Golem,32,264224
Golem,52,1175985
Golem,72,3180392
Golem,92,7117134
Golem,13,15522
Golem,33,290602
Golem,53,1246562
Golem,73,3317758
Golem,93,7494013
Golem,14,19683
Golem,34,318682
Golem,54,1319915
Golem,74,3459214
Golem,94,7948592
Golem,15,24535
Golem,35,348517
Golem,55,1396100
Golem,75,3604869
Golem,95,8526241
Golem,16,30131
Golem,36,380160
Golem,56,1475172
Golem,76,3754842
Golem,96,9308925
Golem,17,36523
Golem,37,413664
Golem,57,1557187
Golem,77,3909272
Golem,97,10453228
Golem,18,43767
Golem,38,449084
Golem,58,1642200
Golem,78,4068319
Golem,98,12279199
Golem,19,51913
Golem,39,486471
Golem,59,1730268
Golem,79,4232171
Golem,99,15498049
Golem,20,61016
Golem,40,525880
Golem,60,1821448
Golem,80,4401059
Golem,100,21867677
Ponyta,1,0
Ponyta,21,61083
Ponyta,41,487228
Ponyta,61,1645204
Ponyta,81,3929038
Ponyta,2,133
Ponyta,22,70680
Ponyta,42,524680
Ponyta,62,1728999
Ponyta,82,4083501
Ponyta,3,192
Ponyta,23,81236
Ponyta,43,564007
Ponyta,63,1815616
Ponyta,83,4243214
Ponyta,4,341
Ponyta,24,92796
Ponyta,44,605253
Ponyta,64,1905107
Ponyta,84,4408676
Ponyta,5,628
Ponyta,25,105405
Ponyta,45,648465
Ponyta,65,1997525
Ponyta,85,4580550
Ponyta,6,1097
Ponyta,26,119110
Ponyta,46,693690
Ponyta,66,2092923
Ponyta,86,4759728
Ponyta,7,1795
Ponyta,27,133957
Ponyta,47,740973
Ponyta,67,2191358
Ponyta,87,4947442
Ponyta,8,2767
Ponyta,28,149990
Ponyta,48,790360
Ponyta,68,2292887
Ponyta,88,5145422
Ponyta,9,4058
Ponyta,29,167255
Ponyta,49,841899
Ponyta,69,2397569
Ponyta,89,5356155
Ponyta,10,5714
Ponyta,30,185799
Ponyta,50,895635
Ponyta,70,2505468
Ponyta,90,5583297
Ponyta,11,7781
Ponyta,31,205667
Ponyta,51,951615
Ponyta,71,2616649
Ponyta,91,5832361
Ponyta,12,10304
Ponyta,32,226904
Ponyta,52,1009885
Ponyta,72,2731184
Ponyta,92,6111889
Ponyta,13,13330
Ponyta,33,249557
Ponyta,53,1070494
Ponyta,73,2849148
Ponyta,93,6435537
Ponyta,14,16903
Ponyta,34,273671
Ponyta,54,1133486
Ponyta,74,2970625
Ponyta,94,6825910
Ponyta,15,21069
Ponyta,35,299292
Ponyta,55,1198911
Ponyta,75,3095706
Ponyta,95,7321970
Ponyta,16,25875
Ponyta,36,326465
Ponyta,56,1266814
Ponyta,76,3224497
Ponyta,96,7994105
Ponyta,17,31365
Ponyta,37,355237
Ponyta,57,1337245
Ponyta,77,3357115
Ponyta,97,8976783
Ponyta,18,37585
Ponyta,38,385654
Ponyta,58,1410251
Ponyta,78,3493697
Ponyta,98,10544848
Ponyta,19,44581
Ponyta,39,417760
Ponyta,59,1485880
Ponyta,79,3634407
Ponyta,99,13309059
Ponyta,20,52398
Ponyta,40,451603
Ponyta,60,1564181
Ponyta,80,3779440
Ponyta,100,18779022
Rapidash,1,0
Rapidash,21,77157
Rapidash,41,615445
Rapidash,61,2078153
Rapidash,81,4962995
Rapidash,2,169
Rapidash,22,89280
Rapidash,42,662754
Rapidash,62,2183998
Rapidash,82,5158107
Rapidash,3,242
Rapidash,23,102614
Rapidash,43,712429
Rapidash,63,2293409
Rapidash,83,5359849
Rapidash,4,431
Rapidash,24,117216
Rapidash,44,764530
Rapidash,64,2406451
Rapidash,84,5568855
Rapidash,5,793
Rapidash,25,133144
Rapidash,45,819114
Rapidash,65,2523189
Rapidash,85,5785958
Rapidash,6,1386
Rapidash,26,150455
Rapidash,46,876240
Rapidash,66,2643693
Rapidash,86,6012288
Rapidash,7,2267
Rapidash,27,169208
Rapidash,47,935966
Rapidash,67,2768031
Rapidash,87,6249400
Rapidash,8,3495
Rapidash,28,189461
Rapidash,48,998350
Rapidash,68,2896278
Rapidash,88,6499480
Rapidash,9,5126
Rapidash,29,211270
Rapidash,49,1063451
Rapidash,69,3028509
Rapidash,89,6765669
Rapidash,10,7218
Rapidash,30,234694
Rapidash,50,1131328
Rapidash,70,3164802
Rapidash,90,7052586
Rapidash,11,9829
Rapidash,31,259790
Rapidash,51,1202040
Rapidash,71,3305241
Rapidash,91,7367193
Rapidash,12,13016
Rapidash,32,286616
Rapidash,52,1275645
Rapidash,72,3449916
Rapidash,92,7720281
Rapidash,13,16838
Rapidash,33,315230
Rapidash,53,1352202
Rapidash,73,3598923
Rapidash,93,8129099
Rapidash,14,21351
Rapidash,34,345689
Rapidash,54,1431772
Rapidash,74,3752368
Rapidash,94,8622202
Rapidash,15,26614
Rapidash,35,378053
Rapidash,55,1514414
Rapidash,75,3910366
Rapidash,95,9248804
Rapidash,16,32684
Rapidash,36,412377
Rapidash,56,1600187
Rapidash,76,4073049
Rapidash,96,10097817
Rapidash,17,39619
Rapidash,37,448721
Rapidash,57,1689152
Rapidash,77,4240566
Rapidash,97,11339095
Rapidash,18,47476
Rapidash,38,487141
Rapidash,58,1781369
Rapidash,78,4413091
Rapidash,98,13319809
Rapidash,19,56313
Rapidash,39,527697
Rapidash,59,1876901
Rapidash,79,4590830
Rapidash,99,16811443
Rapidash,20,66187
Rapidash,40,570446
Rapidash,60,1975808
Rapidash,80,4774030
Rapidash,100,23720870
Slowpoke,1,0
Slowpoke,21,39784
Slowpoke,41,317339
Slowpoke,61,1071547
Slowpoke,81,2559044
Slowpoke,2,87
Slowpoke,22,46035
Slowpoke,42,341732
Slowpoke,62,1126124
Slowpoke,82,2659648
Slowpoke,3,125
Slowpoke,23,52910
Slowpoke,43,367346
Slowpoke,63,1182539
Slowpoke,83,2763672
Slowpoke,4,222
Slowpoke,24,60439
Slowpoke,44,394211
Slowpoke,64,1240826
Slowpoke,84,2871440
Slowpoke,5,409
Slowpoke,25,68652
Slowpoke,45,422356
Slowpoke,65,1301019
Slowpoke,85,2983384
Slowpoke,6,715
Slowpoke,26,77578
Slowpoke,46,451811
Slowpoke,66,1363154
Slowpoke,86,3100086
Slowpoke,7,1169
Slowpoke,27,87248
Slowpoke,47,482607
Slowpoke,67,1427266
Slowpoke,87,3222347
Slowpoke,8,1802
Slowpoke,28,97690
Slowpoke,48,514774
Slowpoke,68,1493393
Slowpoke,88,3351294
Slowpoke,9,2643
Slowpoke,29,108936
Slowpoke,49,548342
Slowpoke,69,1561574
Slowpoke,89,3488548
Slowpoke,10,3721
Slowpoke,30,121014
Slowpoke,50,583341
Slowpoke,70,1631851
Slowpoke,90,3636490
Slowpoke,11,5068
Slowpoke,31,133954
Slowpoke,51,619802
Slowpoke,71,1704265
Slowpoke,91,3798709
Slowpoke,12,6711
Slowpoke,32,147786
Slowpoke,52,657754
Slowpoke,72,1778863
Slowpoke,92,3980770
Slowpoke,13,8682
Slowpoke,33,162540
Slowpoke,53,697229
Slowpoke,73,1855695
Slowpoke,93,4191566
Slowpoke,14,11009
Slowpoke,34,178246
Slowpoke,54,738257
Slowpoke,74,1934814
Slowpoke,94,4445823
Slowpoke,15,13723
Slowpoke,35,194933
Slowpoke,55,780869
Slowpoke,75,2016282
Slowpoke,95,4768914
Slowpoke,16,16852
Slowpoke,36,212632
Slowpoke,56,825096
Slowpoke,76,2100166
Slowpoke,96,5206687
Slowpoke,17,20428
Slowpoke,37,231371
Slowpoke,57,870969
Slowpoke,77,2186542
Slowpoke,97,5846720
Slowpoke,18,24479
Slowpoke,38,251182
Slowpoke,58,918518
Slowpoke,78,2275500
Slowpoke,98,6868026
Slowpoke,19,29036
Slowpoke,39,272094
Slowpoke,59,967777
Slowpoke,79,2367146
Slowpoke,99,8668400
Slowpoke,20,34128
Slowpoke,40,294136
Slowpoke,60,1018776
Slowpoke,80,2461609
Slowpoke,100,12231073
Slowbro,1,0
Slowbro,21,65905
Slowbro,41,525693
Slowbro,61,1775089
Slowbro,81,4239225
Slowbro,2,144
Slowbro,22,76260
Slowbro,42,566102
Slowbro,62,1865499
Slowbro,82,4405883
Slowbro,3,207
Slowbro,23,87649
Slowbro,43,608533
Slowbro,63,1958954
Slowbro,83,4578205
Slowbro,4,368
Slowbro,24,100122
Slowbro,44,653036
Slowbro,64,2055510
Slowbro,84,4756730
Slowbro,5,678
Slowbro,25,113727
Slowbro,45,699660
Slowbro,65,2155224
Slowbro,85,4942172
Slowbro,6,1184
Slowbro,26,128514
Slowbro,46,748455
Slowbro,66,2258154
Slowbro,86,5135496
Slowbro,7,1937
Slowbro,27,144532
Slowbro,47,799471
Slowbro,67,2364360
Slowbro,87,5338029
Slowbro,8,2985
Slowbro,28,161831
Slowbro,48,852757
Slowbro,68,2473904
Slowbro,88,5551639
Slowbro,9,4378
Slowbro,29,180460
Slowbro,49,908365
Slowbro,69,2586851
Slowbro,89,5779009
Slowbro,10,6165
Slowbro,30,200467
Slowbro,50,966343
Slowbro,70,2703268
Slowbro,90,6024084
Slowbro,11,8395
Slowbro,31,221904
Slowbro,51,1026742
Slowbro,71,2823227
Slowbro,91,6292811
Slowbro,12,11118
Slowbro,32,244818
Slowbro,52,1089613
Slowbro,72,2946803
Slowbro,92,6594407
Slowbro,13,14382
Slowbro,33,269259
Slowbro,53,1155006
Slowbro,73,3074080
Slowbro,93,6943605
Slowbro,14,18238
Slowbro,34,295276
Slowbro,54,1222972
Slowbro,74,3205148
Slowbro,94,7364797
Slowbro,15,22733
Slowbro,35,322920
Slowbro,55,1293562
Slowbro,75,3340104
Slowbro,95,7900020
Slowbro,16,27918
Slowbro,36,352239
Slowbro,56,1366826
Slowbro,76,3479063
Slowbro,96,8625219
Slowbro,17,33841
Slowbro,37,383282
Slowbro,57,1442817
Slowbro,77,3622150
Slowbro,97,9685477
Slowbro,18,40552
Slowbro,38,416100
Slowbro,58,1521586
Slowbro,78,3769515
Slowbro,98,11377337
Slowbro,19,48100
Slowbro,39,450741
Slowbro,59,1603186
Slowbro,79,3921334
Slowbro,99,14359774
Slowbro,20,56535
Slowbro,40,487256
Slowbro,60,1687669
Slowbro,80,4077817
Slowbro,100,20261576
Magnemite,1,0
Magnemite,21,35765
Magnemite,41,285284
Magnemite,61,963310
Magnemite,81,2300555
Magnemite,2,78
Magnemite,22,41385
Magnemite,42,307214
Magnemite,62,1012374
Magnemite,82,2390997
Magnemite,3,112
Magnemite,23,47565
Magnemite,43,330240
Magnemite,63,1063091
Magnemite,83,2484513
Magnemite,4,200
Magnemite,24,54334
Magnemite,44,354391
Magnemite,64,1115490
Magnemite,84,2581396
Magnemite,5,367
Magnemite,25,61717
Magnemite,45,379693
Magnemite,65,1169603
Magnemite,85,2682032
Magnemite,6,642
Magnemite,26,69742
Magnemite,46,406174
Magnemite,66,1225461
Magnemite,86,2786946
Magnemite,7,1051
Magnemite,27,78435
Magnemite,47,433859
Magnemite,67,1283098
Magnemite,87,2896857
Magnemite,8,1620
Magnemite,28,87823
Magnemite,48,462777
Magnemite,68,1342545
Magnemite,88,3012780
Magnemite,9,2376
Magnemite,29,97932
Magnemite,49,492954
Magnemite,69,1403840
Magnemite,89,3136169
Magnemite,10,3345
Magnemite,30,108790
Magnemite,50,524418
Magnemite,70,1467017
Magnemite,90,3269167
Magnemite,11,4556
Magnemite,31,120423
Magnemite,51,557195
Magnemite,71,1532117
Magnemite,91,3415001
Magnemite,12,6033
Magnemite,32,132858
Magnemite,52,591314
Magnemite,72,1599180
Magnemite,92,3578672
Magnemite,13,7805
Magnemite,33,146122
Magnemite,53,626802
Magnemite,73,1668251
Magnemite,93,3768176
Magnemite,14,9897
Magnemite,34,160241
Magnemite,54,663686
Magnemite,74,1739379
Magnemite,94,3996749
Magnemite,15,12337
Magnemite,35,175243
Magnemite,55,701994
Magnemite,75,1812617
Magnemite,95,4287206
Magnemite,16,15150
Magnemite,36,191154
Magnemite,56,741753
Magnemite,76,1888028
Magnemite,96,4680759
Magnemite,17,18365
Magnemite,37,208001
Magnemite,57,782992
Magnemite,77,1965679
Magnemite,97,5256143
Magnemite,18,22007
Magnemite,38,225810
Magnemite,58,825739
Magnemite,78,2045651
Magnemite,98,6174286
Magnemite,19,26103
Magnemite,39,244609
Magnemite,59,870021
Magnemite,79,2128041
Magnemite,99,7792804
Magnemite,20,30680
Magnemite,40,264425
Magnemite,60,915869
Magnemite,80,2212961
Magnemite,100,10995611
Magneton,1,0
Magneton,21,64699
Magneton,41,516077
Magneton,61,1742617
Magneton,81,4161678
Magneton,2,141
Magneton,22,74865
Magneton,42,555747
Magneton,62,1831374
Magneton,82,4325287
Magneton,3,203
Magneton,23,86046
Magneton,43,597402
Magneton,63,1923119
Magneton,83,4494457
Magneton,4,361
Magneton,24,98290
Magneton,44,641090
Magneton,64,2017909
Magneton,84,4669717
Magneton,5,665
Magneton,25,111646
Magneton,45,686861
Magneton,65,2115799
Magneton,85,4851767
Magneton,6,1162
Magneton,26,126163
Magneton,46,734764
Magneton,66,2216846
Magneton,86,5041554
Magneton,7,1901
Magneton,27,141888
Magneton,47,784846
Magneton,67,2321110
Magneton,87,5240382
Magneton,8,2930
Magneton,28,158871
Magneton,48,837158
Magneton,68,2428650
Magneton,88,5450085
Magneton,9,4298
Magneton,29,177158
Magneton,49,891748
Magneton,69,2539531
Magneton,89,5673296
Magneton,10,6052
Magneton,30,196800
Magneton,50,948666
Magneton,70,2653818
Magneton,90,5913887
Magneton,11,8242
Magneton,31,217844
Magneton,51,1007960
Magneton,71,2771582
Magneton,91,6177698
Magneton,12,10915
Magneton,32,240339
Magneton,52,1069681
Magneton,72,2892898
Magneton,92,6473777
Magneton,13,14119
Magneton,33,264333
Magneton,53,1133878
Magneton,73,3017847
Magneton,93,6816588
Magneton,14,17904
Magneton,34,289875
Magneton,54,1200601
Magneton,74,3146517
Magneton,94,7230075
Magneton,15,22317
Magneton,35,317013
Magneton,55,1269899
Magneton,75,3279005
Magneton,95,7755507
Magneton,16,27407
Magneton,36,345795
Magneton,56,1341823
Magneton,76,3415421
Magneton,96,8467440
Magneton,17,33222
Magneton,37,376271
Magneton,57,1416424
Magneton,77,3555891
Magneton,97,9508303
Magneton,18,39810
Magneton,38,408488
Magneton,58,1493752
Magneton,78,3700561
Magneton,98,11169215
Magneton,19,47220
Magneton,39,442496
Magneton,59,1573859
Magneton,79,3849602
Magneton,99,14097095
Magneton,20,55501
Magneton,40,478343
Magneton,60,1656797
Magneton,80,4003223
Magneton,100,19890938
Farfetch'd,1,0
Farfetch'd,21,37775
Farfetch'd,41,301312
Farfetch'd,61,1017429
Farfetch'd,81,2429799
Farfetch'd,2,82
Farfetch'd,22,43710
Farfetch'd,42,324473
Farfetch'd,62,1069249
Farfetch'd,82,2525323
Farfetch'd,3,118
Farfetch'd,23,50238
Farfetch'd,43,348793
Farfetch'd,63,1122815
Farfetch'd,83,2624093
Farfetch'd,4,211
Farfetch'd,24,57387
Farfetch'd,44,374301
Farfetch'd,64,1178158
Farfetch'd,84,2726418
Farfetch'd,5,388
Farfetch'd,25,65185
Farfetch'd,45,401024
Farfetch'd,65,1235311
Farfetch'd,85,2832708
Farfetch'd,6,678
Farfetch'd,26,73660
Farfetch'd,46,428992
Farfetch'd,66,1294308
Farfetch'd,86,2943516
Farfetch'd,7,1110
Farfetch'd,27,82841
Farfetch'd,47,458233
Farfetch'd,67,1355182
Farfetch'd,87,3059602
Farfetch'd,8,1711
Farfetch'd,28,92757
Farfetch'd,48,488775
Farfetch'd,68,1417969
Farfetch'd,88,3182037
Farfetch'd,9,2509
Farfetch'd,29,103434
Farfetch'd,49,520648
Farfetch'd,69,1482707
Farfetch'd,89,3312359
Farfetch'd,10,3533
Farfetch'd,30,114902
Farfetch'd,50,553879
Farfetch'd,70,1549434
Farfetch'd,90,3452828
Farfetch'd,11,4812
Farfetch'd,31,127188
Farfetch'd,51,588498
Farfetch'd,71,1618191
Farfetch'd,91,3606855
Farfetch'd,12,6372
Farfetch'd,32,140322
Farfetch'd,52,624534
Farfetch'd,72,1689021
Farfetch'd,92,3779721
Farfetch'd,13,8243
Farfetch'd,33,154331
Farfetch'd,53,662016
Farfetch'd,73,1761973
Farfetch'd,93,3979871
Farfetch'd,14,10453
Farfetch'd,34,169244
Farfetch'd,54,700972
Farfetch'd,74,1837097
Farfetch'd,94,4221286
Farfetch'd,15,13030
Farfetch'd,35,185088
Farfetch'd,55,741431
Farfetch'd,75,1914450
Farfetch'd,95,4528060
Farfetch'd,16,16001
Farfetch'd,36,201893
Farfetch'd,56,783424
Farfetch'd,76,1994097
Farfetch'd,96,4943723
Farfetch'd,17,19396
Farfetch'd,37,219686
Farfetch'd,57,826980
Farfetch'd,77,2076110
Farfetch'd,97,5551432
Farfetch'd,18,23243
Farfetch'd,38,238496
Farfetch'd,58,872129
Farfetch'd,78,2160576
Farfetch'd,98,6521156
Farfetch'd,19,27569
Farfetch'd,39,258352
Farfetch'd,59,918899
Farfetch'd,79,2247594
Farfetch'd,99,8230602
Farfetch'd,20,32404
Farfetch'd,40,279281
Farfetch'd,60,967322
Farfetch'd,80,2337285
Farfetch'd,100,11613342
Doduo,1,0
Doduo,21,38578
Doduo,41,307722
Doduo,61,1039076
Doduo,81,2481497
Doduo,2,84
Doduo,22,44640
Doduo,42,331377
Doduo,62,1091999
Doduo,82,2579053
Doduo,3,121
Doduo,23,51307
Doduo,43,356214
Doduo,63,1146704
Doduo,83,2679924
Doduo,4,215
Doduo,24,58608
Doduo,44,382265
Doduo,64,1203225
Doduo,84,2784427
Doduo,5,396
Doduo,25,66572
Doduo,45,409557
Doduo,65,1261594
Doduo,85,2892979
Doduo,6,693
Doduo,26,75227
Doduo,46,438120
Doduo,66,1321846
Doduo,86,3006144
Doduo,7,1133
Doduo,27,84604
Doduo,47,467983
Doduo,67,1384015
Doduo,87,3124700
Doduo,8,1747
Doduo,28,94730
Doduo,48,499175
Doduo,68,1448139
Doduo,88,3249740
Doduo,9,2563
Doduo,29,105635
Doduo,49,531725
Doduo,69,1514254
Doduo,89,3382834
Doduo,10,3609
Doduo,30,117347
Doduo,50,565664
Doduo,70,1582401
Doduo,90,3526293
Doduo,11,4914
Doduo,31,129895
Doduo,51,601020
Doduo,71,1652620
Doduo,91,3683596
Doduo,12,6508
Doduo,32,143308
Doduo,52,637822
Doduo,72,1724958
Doduo,92,3860140
Doduo,13,8419
Doduo,33,157615
Doduo,53,676101
Doduo,73,1799461
Doduo,93,4064549
Doduo,14,10675
Doduo,34,172844
Doduo,54,715886
Doduo,74,1876184
Doduo,94,4311101
